schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,query_id,query_text,observed_at,observed_at_precision,region,device,raw_ref,source_ref,record_status,operation,total_count,total_count_status,count,count_status,relation_type,rank_in_response,notes
1.1,m_wordstat_20260806_d82b2010,o_wordstat_20260806_d82b2010_summary_0001,WORDSTAT,OBSERVED,wordstat_summary,q_f87efd71ce50,медвежья и волчья печать велеса отличие,q_f87efd71ce50,медвежья и волчья печать велеса отличие,2026-08-06,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260806__wordstat__gettop__medvezhya-i-volchya-pechat-velesa-otlichie__225__all.json,wordstat-manual-bridge request_id=6fc46a4a-01f2-48d4-9e08-74551242f32a,VALID,getTop,1,MEASURED,,NOT_APPLICABLE,SUMMARY,,"HTTP 200 GetTop response contained totalCount only; results and associations fields were absent, so no child/association observations are inferred."
