schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,query_id,query_text,observed_at,observed_at_precision,region,device,raw_ref,source_ref,record_status,operation,total_count,total_count_status,count,count_status,relation_type,rank_in_response,notes
1.1,m_wordstat_20260812_da683068,o_wordstat_20260812_da683068_summary_0001,WORDSTAT,OBSERVED,wordstat_summary,q_806670c30a84,славянские обереги,q_806670c30a84,славянские обереги,2026-08-12,DATE,225,DEVICE_DESKTOP,marketing/data/raw/wordstat/recovery/20260812__wordstat__gettop__slavyanskie-oberegi__225__desktop__recovered.json,wordstat-manual-bridge request_id=0ce08c32-adee-4deb-8741-b3ed0b2ce2be,RECOVERED,getTop,2869,MEASURED,,NOT_APPLICABLE,SUMMARY,,Device-split decision summary for 03.5. Original response was returned in dialog but not persisted at request time; linked recovery artifact is explicitly partial and preserves decision-bearing rows plus total. Do not treat it as byte-for-byte raw.
