schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,query_id,query_text,observed_at,observed_at_precision,region,device,raw_ref,source_ref,record_status,operation,total_count,total_count_status,count,count_status,relation_type,rank_in_response,notes
1.1,m_wordstat_20260812_a0f9b1bc,o_wordstat_20260812_a0f9b1bc_summary_0001,WORDSTAT,OBSERVED,wordstat_summary,q_16798cf404fd,оберег в машину,q_16798cf404fd,оберег в машину,2026-08-12,DATE,225,DEVICE_PHONE,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-v-mashinu__225__phone.json,wordstat-manual-bridge request_id=65304252-0315-4004-b0a9-68a7fe6fbb58,VALID,getTop,1297,MEASURED,,NOT_APPLICABLE,SUMMARY,,Device-split summary for 03.5; full RESULT and ASSOCIATION response retained in raw; compare with DEVICE_DESKTOP and DEVICE_ALL without summing overlapping counts.
