schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,query_id,query_text,observed_at,observed_at_precision,region,device,raw_ref,source_ref,record_status,operation,total_count,total_count_status,count,count_status,relation_type,rank_in_response,notes
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_summary_0001,WORDSTAT,OBSERVED,wordstat_summary,q_2973edba432e,оберег чур,q_2973edba432e,оберег чур,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,903,MEASURED,,NOT_APPLICABLE,SUMMARY,,GetTop totalCount; raw preserves all returned results and associations; normalized slice keeps decision-relevant RESULT evidence only.
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0002,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_2973edba432e,оберег чур,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,903,MEASURED,RESULT,1,
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0003,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_18d2b509007f,славянский оберег чур,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,311,MEASURED,RESULT,3,
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0004,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_53cef62ec050,оберег чур значение,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,190,MEASURED,RESULT,4,
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0005,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_beadba762f11,оберег чур купить,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,57,MEASURED,RESULT,6,Explicit purchase intent.
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0006,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_abbab6c372b3,чур оберег символ,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,48,MEASURED,RESULT,7,
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0007,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_3a8c43dd3023,оберег для дома чур,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,18,MEASURED,RESULT,10,Separate home-use subintent.
1.1,m_wordstat_20260812_d8a2d9a2,o_wordstat_20260812_d8a2d9a2_phrase_0008,WORDSTAT,OBSERVED,wordstat_phrase,q_2973edba432e,оберег чур,q_2966af4ebb51,купить славянский оберег чур серебро,2026-08-12,DATE,225,DEVICE_ALL,marketing/data/raw/wordstat/20260812__wordstat__gettop__obereg-chur__225__all.json,wordstat-manual-bridge request_id=d8a2d9a2-77f0-4d6f-bfe4-1658703dbc20,VALID,getTop,,NOT_APPLICABLE,5,MEASURED,RESULT,22,Low-volume explicit material-plus-purchase wording retained as evidence.
