# request_id=59895b60-414d-4ea6-97fc-fc29bb6d6c32 page=8; invariant fields: unique_view_users=NULL view_conversion=NULL position=NULL order_count=0 currency=RUB
query_index	sku	query	unique_search_users	gmv
801	1720147059	знаки зодиака	212	0
802	1720147059	амулеты обереги и талисманы	199	0
803	1720147059	подвеска козерог	194	0
804	1720147059	в машину подвеска	182	0
805	1720147059	четки в автомобиль	178	0
806	1720147059	в машину на зеркало	168	0
807	2271262133	брелок в машину на зеркало	211	0
808	2271262133	талисман	208	0
809	2271262133	оберег	183	0
810	2271262133	подвеска мужская	181	0
811	2271262133	четки в автомобиль	178	0
812	2184199958	коловрат оберег	211	0
813	2184199958	богиня кали	204	0
814	2184199958	богиня	199	0
815	2186848313	брелок в машину на зеркало	211	0
816	1720137256	оберег в машину	210	0
817	1720137256	в машину подвеска	187	0
818	1720137256	в машину на зеркало	183	0
819	2271246783	подвеска мужская	210	0
820	2271246783	зеркало в	190	0
821	2271275793	подвеска мужская	210	0
822	2271275793	брелок в машину на зеркало	200	0
823	2186865070	знак зодиака дева	209	0
824	2184168890	славянский оберег	209	0
825	2184168890	славянский	203	0
826	2184168890	оберег в машину	203	0
827	2271292556	талисман	208	0
828	2186850644	талисман	208	0
829	1602717077	талисман	207	0
830	1602717077	амулеты обереги	179	0
831	2186766628	талисман	207	0
832	2186766628	оберег	163	0
833	1943215793	оберег в машину православный	207	0
834	1943215793	амулет	201	0
835	1943215793	обереги	170	0
836	1943215793	молитва	163	0
837	2186839757	талисман	207	0
838	2186839757	четки в автомобиль	178	0
839	2183985513	бог	207	0
840	2183985513	коловрат подвеска	172	0
841	2183808182	подвеска в машину на зеркало	206	0
842	2183808182	оберег от сглаза и порчи	167	0
843	1636041142	славянский оберег	206	0
844	1720148880	брелок в машину на зеркало	205	0
845	2271251938	четки в автомобиль	203	0
846	2271251938	брелок в машину на зеркало	202	0
847	2271251938	подвеска овен	179	0
848	2271251938	амулеты обереги и талисманы	161	0
849	1630040194	подвеска от сглаза	203	0
850	1630040194	сварог оберег	177	0
851	1630040194	обереги	173	0
852	1640337426	руны	201	0
853	1623753672	руны	201	0
854	1623753672	талисман	187	0
855	1611695246	славянские обереги мужские	198	0
856	1611695246	оберег	184	0
857	1611695246	оберег в машину	175	0
858	2271240621	талисман	197	0
859	1630033296	оберег в машину	194	0
860	2271270261	оберег	194	0
861	2559817779	подвеска в автомобиль на зеркало	193	0
862	2186852750	брелок коза	192	0
863	2186852750	четки в автомобиль	178	0
864	2271285786	четки в автомобиль	192	0
865	2271285786	подвеска мужская	172	0
866	2186802133	зеркало в	190	0
867	2186802133	четки в автомобиль	178	0
868	2186802133	весы знак зодиака	167	0
869	2186802133	ловец снов в машину	163	0
870	1640334195	славянский оберег	188	0
871	1640334195	оберег в машину	180	0
872	2271219774	весы знак зодиака	188	0
873	2271219774	четки в автомобиль	178	0
874	1629493686	коловрат подвеска	188	0
875	1629493686	четки в машину на зеркало	178	0
876	1720131759	подвеска близнецы	186	0
877	1720131759	четки в автомобиль	178	0
878	1720131759	весы знак зодиака	171	0
879	1720131759	амулеты обереги и талисманы	160	0
880	1720144370	четки в машину на зеркало	184	0
881	1720144370	четки в автомобиль	178	0
882	1611643847	оберег	184	0
883	1611643847	валькнут	168	0
884	2186796339	оберег	183	0
885	2186796339	четки в автомобиль	178	0
886	2184153852	славянский	183	0
887	1720160556	в машину подвеска	181	0
888	1720160556	скорпион подвеска	177	0
889	1720160556	оберег в машину	168	0
890	2184932293	оберег славянский	180	0
891	1720153914	подвеска рак	179	0
892	1720155616	четки в автомобиль	178	0
893	1720155616	рыбы	161	0
894	1720151850	четки в автомобиль	178	0
895	1629553898	четки в автомобиль	178	0
896	1720161841	амулеты обереги и талисманы	175	0
897	1720124782	в машину на зеркало	173	0
898	2271210394	подвеска близнецы	168	0
899	2184133137	оберег от сглаза и порчи	167	0
900	1720141903	кулон зеркало оберег	164	0
