schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,observed_at,observed_at_precision,region,region_status,device,device_status,conversation_context,answer_present,answer_status,answer_snapshot,source_domain,source_url,source_page_type,source_order_displayed,fanout_text,fanout_status,raw_ref,source_ref,record_status,notes
1.1,,,,,,,,,,,,,,NEW_CONVERSATION,,,"",,,,,,,"",,VALID,"Use one new conversation per root query. Create separate rows for alice_answer, alice_source and alice_fanout observations. Source display order is not ranking."
